record_id,campaign_date,campaign_id,campaign_name,channel,campaign_type,region,audience_segment,device,impressions,clicks,conversions,spend_usd,revenue_usd
REC-003056,2025-09-27,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,New Customers,Mobile,11561,535,25,956.38,2237.05
REC-006042,2026-06-13,CAMP-014,Win Back Customers,Email,Reactivation,North America,Small Business Owners,Mobile,6152,459,63,83.79,10812.77
REC-000201,2025-01-18,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Mobile,16923,72,0,52.5,0.0
REC-001488,2025-05-09,CAMP-014,Win Back Customers,Email,Reactivation,North America,Returning Customers,Mobile,7185,630,136,101.04,22550.6
REC-002468,2025-08-08,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Students & Young Professionals,Mobile,21761,179,0,193.21,0.0
REC-004863,2026-02-28,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,New Customers,Mobile,16690,1281,70,2234.5,9149.05
REC-006033,2026-06-12,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,Small Business Owners,Mobile,15710,885,58,1314.9,8450.6
REC-004627,2026-02-07,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Students & Young Professionals,Desktop,8551,48,0,64.05,0.0
REC-001408,2025-05-02,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,New Customers,Desktop,14144,358,11,539.98,856.39
REC-000320,2025-01-29,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Small Business Owners,Mobile,17928,277,7,210.78,1011.84
REC-003339,2025-10-22,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,MENA,Returning Customers,Mobile,6284,192,7,150.51,789.08
REC-002962,2025-09-20,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,New Customers,Desktop,8318,425,33,674.27,3467.29
REC-001015,2025-03-30,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,North America,Students & Young Professionals,Tablet,4048,24,0,170.37,0.0
REC-003334,2025-10-22,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Latin America,Small Business Owners,Tablet,32474,202,4,88.71,585.65
REC-003652,2025-11-17,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Europe,New Customers,Mobile,8349,554,25,780.58,3079.53
REC-002716,2025-08-29,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,Returning Customers,Mobile,16196,575,20,364.67,2472.27
REC-003151,2025-10-06,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,MENA,Returning Customers,Mobile,21690,301,7,182.48,696.86
REC-005070,2026-03-19,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Students & Young Professionals,Desktop,18915,840,46,1644.84,1646.09
REC-001364,2025-04-28,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Returning Customers,Mobile,8391,86,2,510.9,132.2
REC-000359,2025-02-01,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Students & Young Professionals,Mobile,19737,554,24,576.69,1940.29
REC-004970,2026-03-10,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,New Customers,Desktop,3855,50,4,248.35,480.07
REC-005569,2026-05-03,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Latin America,Small Business Owners,Desktop,15912,621,29,757.67,2374.82
REC-000387,2025-02-03,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Europe,Small Business Owners,Mobile,32308,128,1,95.88,68.94
REC-004772,2026-02-20,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,Small Business Owners,Mobile,6701,126,9,563.04,1892.98
REC-004895,2026-03-03,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Mobile,6618,121,6,531.97,615.41
REC-005458,2026-04-23,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Students & Young Professionals,Mobile,10472,232,14,1467.68,1788.62
REC-000388,2025-02-04,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,New Customers,Desktop,7418,374,44,89.87,5029.54
REC-003977,2025-12-14,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Returning Customers,Mobile,6231,141,6,179.96,667.4
REC-002679,2025-08-26,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Latin America,Small Business Owners,Desktop,18161,510,41,606.93,3285.88
REC-001314,2025-04-24,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,Returning Customers,Mobile,14986,1177,216,159.51,27729.04
REC-004599,2026-02-05,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,4207,28,0,177.75,0.0
REC-005209,2026-04-01,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,New Customers,Mobile,33788,956,34,687.82,3728.06
REC-003760,2025-11-26,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Enterprise Decision Makers,Mobile,59596,1925,69,1284.29,16267.84
REC-002626,2025-08-22,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Returning Customers,Mobile,21996,504,19,436.46,2065.28
REC-004228,2026-01-04,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Latin America,New Customers,Mobile,3506,66,5,223.89,668.23
REC-004710,2026-02-14,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,New Customers,Desktop,21109,143,2,101.1,229.75
REC-005716,2026-05-16,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Small Business Owners,Desktop,11532,449,34,716.38,2511.1
REC-000350,2025-01-31,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Asia-Pacific,Students & Young Professionals,Tablet,14810,273,5,290.6,410.24
REC-006067,2026-06-15,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,MENA,New Customers,Desktop,43258,1008,38,1322.3,3337.91
REC-004366,2026-01-16,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,New Customers,Mobile,6274,88,3,512.48,359.68
REC-003973,2025-12-13,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Desktop,13394,441,15,1010.31,925.86
REC-000462,2025-02-10,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Returning Customers,Mobile,25934,200,4,152.98,623.31
REC-004369,2026-01-16,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,New Customers,Desktop,7020,354,42,79.85,4684.82
REC-003525,2025-11-07,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,Small Business Owners,Mobile,15648,244,4,213.56,415.38
REC-006025,2026-06-12,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Mobile,6098,68,5,411.12,942.37
REC-004746,2026-02-18,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Asia-Pacific,Returning Customers,Mobile,3801,64,8,351.83,1411.32
REC-004491,2026-01-26,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,Small Business Owners,Mobile,9641,533,39,116.76,4750.02
REC-001175,2025-04-12,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Enterprise Decision Makers,Mobile,9178,149,19,842.57,7329.97
REC-000091,2025-01-08,CAMP-014,Win Back Customers,Email,Reactivation,North America,Enterprise Decision Makers,Desktop,6788,410,87,75.54,34454.22
REC-001750,2025-06-02,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,MENA,New Customers,Mobile,23875,93,0,67.04,0.0
REC-003877,2025-12-06,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,Small Business Owners,Mobile,2899,58,3,295.4,439.07
REC-001081,2025-04-05,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Students & Young Professionals,Mobile,7814,427,15,85.99,990.61
REC-002298,2025-07-25,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,New Customers,Desktop,14084,495,20,307.67,1719.72
REC-000505,2025-02-13,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Small Business Owners,Mobile,11438,287,19,292.34,2964.48
REC-005367,2026-04-15,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Students & Young Professionals,Mobile,2889,182,10,38.13,621.21
REC-002999,2025-09-23,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,New Customers,Desktop,3103,46,4,247.85,686.49
REC-002544,2025-08-15,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Small Business Owners,Mobile,15149,706,32,1402.65,2812.22
REC-005700,2026-05-15,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Enterprise Decision Makers,Desktop,38053,1259,76,1241.37,20549.51
REC-002079,2025-07-04,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,Returning Customers,Mobile,4713,61,8,326.26,1190.12
REC-002241,2025-07-20,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Students & Young Professionals,Mobile,11365,849,66,1295.13,5671.86
REC-001944,2025-06-22,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,New Customers,Desktop,3418,223,24,46.08,2860.86
REC-000761,2025-03-08,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,New Customers,Tablet,26078,518,10,533.04,856.36
REC-002065,2025-07-03,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Students & Young Professionals,Desktop,16631,111,1,123.59,51.3
REC-003933,2025-12-10,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,MENA,Returning Customers,Mobile,23123,90,1,49.86,60.21
REC-001267,2025-04-20,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,Students & Young Professionals,Mobile,9183,304,13,339.65,1025.45
REC-005032,2026-03-16,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,New Customers,Desktop,24138,337,8,305.12,671.47
REC-003585,2025-11-12,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,MENA,Small Business Owners,Desktop,26788,574,27,467.14,4385.42
REC-003472,2025-11-03,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,Enterprise Decision Makers,Mobile,3997,277,25,426.38,9187.94
REC-002540,2025-08-15,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Small Business Owners,Desktop,10142,659,97,1085.24,15169.44
REC-001089,2025-04-05,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,New Customers,Mobile,22161,367,6,323.39,421.91
REC-002506,2025-08-12,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,New Customers,Mobile,8880,77,3,377.15,166.7
REC-005774,2026-05-21,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,MENA,New Customers,Tablet,4677,69,5,289.23,532.34
REC-002086,2025-07-05,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,MENA,Small Business Owners,Mobile,12978,625,41,871.86,5552.08
REC-005568,2026-05-03,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Mobile,7459,351,12,796.39,830.46
REC-005943,2026-06-04,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,New Customers,Mobile,7910,225,10,221.17,1066.72
REC-002732,2025-08-31,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,New Customers,Mobile,8622,66,0,59.19,0.0
REC-003953,2025-12-12,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Small Business Owners,Mobile,17840,760,62,1475.33,10262.24
REC-000272,2025-01-24,CAMP-015,Monthly Product Digest,Email,Customer Nurture,MENA,New Customers,Desktop,7546,376,41,85.54,4614.51
REC-004270,2026-01-08,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Small Business Owners,Mobile,30379,400,6,355.01,743.98
REC-000022,2025-01-02,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,New Customers,Tablet,12457,364,17,728.78,1131.45
REC-004414,2026-01-19,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Returning Customers,Mobile,5878,50,2,316.45,133.36
REC-005821,2026-05-25,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Small Business Owners,Desktop,4274,40,1,247.29,73.79
REC-001487,2025-05-09,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Tablet,4497,58,4,273.4,582.66
REC-001352,2025-04-27,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Latin America,New Customers,Desktop,2689,172,17,48.95,1445.66
REC-003796,2025-11-29,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Returning Customers,Desktop,7640,68,4,503.91,270.8
REC-002864,2025-09-12,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Latin America,Returning Customers,Mobile,22377,810,47,532.69,6162.5
REC-004161,2025-12-29,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Asia-Pacific,Small Business Owners,Mobile,9720,780,96,111.5,10851.11
REC-003700,2025-11-21,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Returning Customers,Desktop,6214,62,3,326.44,216.33
REC-001546,2025-05-14,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,Small Business Owners,Desktop,14527,195,5,160.57,490.43
REC-001407,2025-05-02,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,New Customers,Mobile,25775,162,2,144.62,139.35
REC-006098,2026-06-18,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,North America,Returning Customers,Desktop,4434,45,6,257.06,907.54
REC-000616,2025-02-23,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,New Customers,Desktop,17080,281,8,313.41,881.55
REC-002813,2025-09-08,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Returning Customers,Mobile,30985,897,49,708.95,4993.96
REC-000302,2025-01-27,CAMP-014,Win Back Customers,Email,Reactivation,Europe,Small Business Owners,Tablet,9924,451,50,118.96,8260.74
REC-001053,2025-04-02,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Asia-Pacific,Students & Young Professionals,Mobile,7614,500,26,97.04,1825.27
REC-002308,2025-07-26,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Tablet,4471,48,5,232.75,805.39
REC-000240,2025-01-22,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Asia-Pacific,Students & Young Professionals,Mobile,16295,1060,80,182.0,6738.93
REC-001282,2025-04-22,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Students & Young Professionals,Mobile,9915,207,11,1373.31,1458.92
REC-004325,2026-01-12,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Asia-Pacific,Returning Customers,Mobile,3206,162,14,46.76,1773.35
REC-005748,2026-05-18,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,Europe,Returning Customers,Mobile,7648,137,5,121.18,538.04
REC-004675,2026-02-12,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Latin America,Returning Customers,Mobile,18530,528,19,753.03,1767.4
REC-005042,2026-03-16,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Returning Customers,Mobile,6718,277,10,461.41,886.7
REC-000522,2025-02-14,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,New Customers,Mobile,1898,149,10,31.19,936.49
REC-001893,2025-06-16,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Returning Customers,Mobile,10913,725,67,1160.7,10231.68
REC-001134,2025-04-09,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,Returning Customers,Desktop,14011,860,128,150.03,17150.78
REC-002335,2025-07-28,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,New Customers,Mobile,6340,203,7,326.17,461.88
REC-004634,2026-02-08,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Asia-Pacific,New Customers,Desktop,8626,311,24,562.82,2517.95
REC-005077,2026-03-20,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,New Customers,Desktop,11556,179,4,140.62,274.08
REC-000781,2025-03-10,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,New Customers,Mobile,7136,83,5,365.12,648.33
REC-005769,2026-05-20,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,Returning Customers,Desktop,20816,150,3,148.79,274.12
REC-001932,2025-06-20,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,Small Business Owners,Mobile,11408,560,46,114.02,5305.74
REC-005719,2026-05-16,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Students & Young Professionals,Mobile,36137,319,3,317.2,151.27
REC-003540,2025-11-08,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,Students & Young Professionals,Mobile,7460,84,1,94.26,53.38
REC-004060,2025-12-21,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,North America,Small Business Owners,Desktop,20586,456,18,932.86,1983.08
REC-000249,2025-01-23,CAMP-014,Win Back Customers,Email,Reactivation,Latin America,New Customers,Mobile,9422,521,73,117.92,7219.94
REC-002296,2025-07-25,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,New Customers,Desktop,17104,92,3,64.18,266.2
REC-001652,2025-05-25,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Europe,Small Business Owners,Mobile,11742,669,40,1288.17,6671.49
REC-003158,2025-10-07,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,MENA,New Customers,Tablet,43565,952,22,980.0,1734.88
REC-000179,2025-01-16,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,Students & Young Professionals,Mobile,42204,552,6,496.2,494.77
REC-004941,2026-03-08,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,MENA,Returning Customers,Mobile,12734,243,14,275.14,1756.31
REC-003795,2025-11-29,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Asia-Pacific,Returning Customers,Mobile,4805,170,11,244.75,1449.22
REC-003589,2025-11-12,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,North America,Small Business Owners,Mobile,22181,1076,44,2336.86,6597.9
REC-000471,2025-02-10,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,Students & Young Professionals,Mobile,21593,80,0,74.45,0.0
REC-002451,2025-08-07,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Latin America,Enterprise Decision Makers,Tablet,12789,292,15,392.81,2912.12
REC-002254,2025-07-21,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,North America,Small Business Owners,Mobile,19663,697,45,729.99,7535.51
REC-000909,2025-03-21,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Mobile,6828,118,12,469.78,2549.95
REC-003324,2025-10-21,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,MENA,Small Business Owners,Desktop,8560,168,5,131.61,658.31
