"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-000122","CAMP-002","Brand Demand Capture","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Brand Awareness","Europe","Small Business Owners","Desktop",13987,349,16,580.83,1450.85,870.02,59.97
"REC-000123","CAMP-002","Brand Demand Capture","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Brand Awareness","Europe","Enterprise Decision Makers","Mobile",7194,324,11,641.45,2137.48,1496.03,69.99
"REC-000124","CAMP-020","Creator Partnership Series","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Latin America","New Customers","Mobile",31801,1474,39,1147.31,3452.23,2304.92,66.77
"REC-000125","CAMP-020","Creator Partnership Series","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Asia-Pacific","Enterprise Decision Makers","Desktop",28711,628,28,677.91,7802.32,7124.41,91.31
"REC-000126","CAMP-008","Executive Thought Leadership","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Brand Awareness","Asia-Pacific","Small Business Owners","Desktop",3941,27,2,177.49,160.03,-17.46,-10.91
"REC-000127","CAMP-008","Executive Thought Leadership","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Brand Awareness","MENA","Enterprise Decision Makers","Desktop",1862,15,2,77.13,268.67,191.54,71.29
"REC-000128","CAMP-018","Programmatic Market Reach","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Brand Awareness","Europe","New Customers","Desktop",29166,109,1,81.64,50.96,-30.68,-60.20
"REC-000129","CAMP-018","Programmatic Market Reach","2025-01-11","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Brand Awareness","MENA","Returning Customers","Mobile",30277,124,2,78.91,155.59,76.68,49.28
"REC-000130","CAMP-018","Programmatic Market Reach","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Brand Awareness","Europe","Small Business Owners","Mobile",27851,135,1,85.74,82.79,-2.95,-3.56
"REC-000131","CAMP-023","Enterprise Pipeline Builder","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","North America","Students & Young Professionals","Desktop",3293,55,5,339.45,564.02,224.57,39.82
"REC-000132","CAMP-017","Product Demo Views","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","North America","New Customers","Desktop",6735,77,1,65.52,108.71,43.19,39.73
"REC-000133","CAMP-017","Product Demo Views","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","North America","New Customers","Desktop",24519,171,5,165.69,523.97,358.28,68.38
"REC-000134","CAMP-014","Win Back Customers","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","Latin America","Returning Customers","Desktop",7568,460,96,96.67,13785.53,13688.86,99.30
"REC-000135","CAMP-014","Win Back Customers","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","Latin America","New Customers","Mobile",10047,575,69,111.13,7823.66,7712.53,98.58
"REC-000136","CAMP-021","Micro Creator Conversion","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Asia-Pacific","Returning Customers","Desktop",17842,556,35,480.36,3628.32,3147.96,86.76
"REC-000137","CAMP-013","Lifecycle Nurture","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Customer Nurture","MENA","New Customers","Mobile",10838,593,60,117.58,4621.28,4503.70,97.46
"REC-000138","CAMP-024","Mobile App Acquisition","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","App Acquisition","MENA","New Customers","Mobile",4822,160,8,249.18,553.36,304.18,54.97
"REC-000139","CAMP-012","Youth Engagement Sprint","2025-01-12","2025-01-01",2025,1,"January  ","2025-01","Q1","TikTok Ads","Engagement","Asia-Pacific","Returning Customers","Desktop",26521,352,10,287.60,1055.22,767.62,72.75
"REC-000140","CAMP-003","High Intent Retargeting","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Retargeting","North America","Returning Customers","Desktop",3172,186,28,433.80,4827.78,4393.98,91.01
"REC-000141","CAMP-014","Win Back Customers","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","MENA","Returning Customers","Mobile",4472,261,44,60.72,7899.83,7839.11,99.23
"REC-000142","CAMP-014","Win Back Customers","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","North America","Students & Young Professionals","Desktop",2046,104,16,47.41,1391.26,1343.85,96.59
"REC-000143","CAMP-019","Display Retargeting Loop","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","Europe","Small Business Owners","Desktop",10722,61,2,37.63,353.43,315.80,89.35
"REC-000144","CAMP-019","Display Retargeting Loop","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","MENA","New Customers","Desktop",13849,124,3,50.80,357.76,306.96,85.80
"REC-000145","CAMP-008","Executive Thought Leadership","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Brand Awareness","Latin America","Enterprise Decision Makers","Mobile",3812,40,2,245.54,281.47,35.93,12.77
"REC-000146","CAMP-008","Executive Thought Leadership","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Brand Awareness","North America","Enterprise Decision Makers","Mobile",8656,88,4,648.46,648.62,0.16,0.02
"REC-000147","CAMP-004","Social Scale Prospecting","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Prospecting","Asia-Pacific","Returning Customers","Mobile",20880,348,15,404.03,1784.24,1380.21,77.36
"REC-000148","CAMP-004","Social Scale Prospecting","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Prospecting","North America","New Customers","Mobile",6677,109,2,143.41,154.94,11.53,7.44
"REC-000149","CAMP-020","Creator Partnership Series","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Latin America","Small Business Owners","Mobile",41741,1096,47,728.61,5335.57,4606.96,86.34
"REC-000150","CAMP-021","Micro Creator Conversion","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","North America","New Customers","Desktop",27843,884,29,604.36,2736.89,2132.53,77.92
"REC-000151","CAMP-021","Micro Creator Conversion","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Europe","Returning Customers","Desktop",55723,1797,103,1705.26,15125.68,13420.42,88.73
"REC-000152","CAMP-015","Monthly Product Digest","2025-01-13","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Customer Nurture","Europe","Enterprise Decision Makers","Desktop",5055,231,33,65.89,9015.79,8949.90,99.27
"REC-000153","CAMP-014","Win Back Customers","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","Europe","New Customers","Mobile",9409,578,69,101.30,8212.70,8111.40,98.77
"REC-000154","CAMP-001","Search Growth Engine","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","Latin America","Enterprise Decision Makers","Desktop",15530,767,47,979.81,15020.88,14041.07,93.48
"REC-000155","CAMP-001","Search Growth Engine","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","Europe","Enterprise Decision Makers","Desktop",7044,219,18,355.32,5517.37,5162.05,93.56
"REC-000156","CAMP-019","Display Retargeting Loop","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","Asia-Pacific","New Customers","Mobile",9134,70,1,63.45,110.08,46.63,42.36
"REC-000157","CAMP-019","Display Retargeting Loop","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","North America","New Customers","Desktop",35079,272,5,204.96,607.40,402.44,66.26
"REC-000158","CAMP-010","Short Video Discovery","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","TikTok Ads","Prospecting","Europe","Returning Customers","Desktop",25098,303,6,218.91,736.93,518.02,70.29
"REC-000159","CAMP-010","Short Video Discovery","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","TikTok Ads","Prospecting","North America","New Customers","Mobile",15296,266,3,259.96,283.56,23.60,8.32
"REC-000160","CAMP-013","Lifecycle Nurture","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Customer Nurture","North America","Small Business Owners","Desktop",5187,273,45,72.30,5371.43,5299.13,98.65
"REC-000161","CAMP-005","Cart Recovery Social","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Retargeting","Asia-Pacific","New Customers","Mobile",19171,632,30,538.27,2318.50,1780.23,76.78
"REC-000162","CAMP-020","Creator Partnership Series","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","MENA","Small Business Owners","Mobile",25227,975,41,827.99,5385.86,4557.87,84.63
"REC-000163","CAMP-020","Creator Partnership Series","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Influencer","Influencer Partnership","Europe","Small Business Owners","Mobile",18217,517,14,464.18,1591.43,1127.25,70.83
"REC-000164","CAMP-004","Social Scale Prospecting","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Prospecting","MENA","Returning Customers","Desktop",15229,314,16,233.62,1876.10,1642.48,87.55
"REC-000165","CAMP-024","Mobile App Acquisition","2025-01-14","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","App Acquisition","Europe","New Customers","Mobile",14450,510,17,815.23,1068.26,253.03,23.69
"REC-000166","CAMP-016","Video Reach Accelerator","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Brand Awareness","Europe","Students & Young Professionals","Desktop",20489,191,2,156.12,96.04,-60.08,-62.56
"REC-000167","CAMP-001","Search Growth Engine","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","MENA","Students & Young Professionals","Mobile",18950,863,34,1214.66,2883.50,1668.84,57.88
"REC-000168","CAMP-001","Search Growth Engine","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","North America","Returning Customers","Desktop",7305,325,26,684.69,3521.16,2836.47,80.55
"REC-000169","CAMP-023","Enterprise Pipeline Builder","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","Latin America","New Customers","Mobile",4900,79,7,277.03,961.47,684.44,71.19
"REC-000170","CAMP-023","Enterprise Pipeline Builder","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","MENA","New Customers","Mobile",6697,142,9,744.09,1489.21,745.12,50.03
"REC-000171","CAMP-010","Short Video Discovery","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","TikTok Ads","Prospecting","Latin America","New Customers","Mobile",27831,482,7,338.01,704.20,366.19,52.00
"REC-000172","CAMP-017","Product Demo Views","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","Europe","Students & Young Professionals","Mobile",17762,235,3,193.16,231.53,38.37,16.57
"REC-000173","CAMP-019","Display Retargeting Loop","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","North America","Returning Customers","Desktop",24310,223,6,139.60,682.00,542.40,79.53
"REC-000174","CAMP-019","Display Retargeting Loop","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","Asia-Pacific","New Customers","Mobile",15450,140,2,70.08,232.55,162.47,69.86
"REC-000175","CAMP-014","Win Back Customers","2025-01-15","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Reactivation","Asia-Pacific","Small Business Owners","Mobile",4968,320,36,66.76,6067.15,6000.39,98.90
"REC-000176","CAMP-023","Enterprise Pipeline Builder","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","Europe","Returning Customers","Mobile",5535,77,6,454.26,993.91,539.65,54.30
"REC-000177","CAMP-023","Enterprise Pipeline Builder","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","Asia-Pacific","Returning Customers","Desktop",2175,36,6,213.53,1392.22,1178.69,84.66
"REC-000178","CAMP-013","Lifecycle Nurture","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Customer Nurture","North America","New Customers","Mobile",12544,960,84,152.87,8479.28,8326.41,98.20
"REC-000179","CAMP-017","Product Demo Views","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","Asia-Pacific","Students & Young Professionals","Mobile",42204,552,6,496.20,494.77,-1.43,-0.29
"REC-000180","CAMP-004","Social Scale Prospecting","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Prospecting","North America","New Customers","Tablet",14594,259,9,365.76,800.89,435.13,54.33
"REC-000181","CAMP-010","Short Video Discovery","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","TikTok Ads","Prospecting","MENA","Returning Customers","Desktop",32657,495,14,294.56,1609.94,1315.38,81.70
"REC-000182","CAMP-019","Display Retargeting Loop","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","North America","Enterprise Decision Makers","Mobile",23845,245,4,162.48,1237.07,1074.59,86.87
"REC-000183","CAMP-005","Cart Recovery Social","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Retargeting","North America","New Customers","Mobile",20830,719,27,698.04,2172.07,1474.03,67.86
"REC-000184","CAMP-001","Search Growth Engine","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","Europe","Small Business Owners","Mobile",11520,562,39,1103.15,6319.34,5216.19,82.54
"REC-000185","CAMP-001","Search Growth Engine","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Always-on Acquisition","North America","Returning Customers","Desktop",5654,222,18,422.04,2174.78,1752.74,80.59
"REC-000186","CAMP-015","Monthly Product Digest","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","Email","Customer Nurture","MENA","Returning Customers","Mobile",9926,460,57,99.57,8178.40,8078.83,98.78
"REC-000187","CAMP-007","B2B Decision Makers","2025-01-16","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","Europe","Small Business Owners","Mobile",7984,140,10,643.79,2151.36,1507.57,70.08
"REC-000188","CAMP-003","High Intent Retargeting","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Retargeting","Asia-Pacific","Students & Young Professionals","Tablet",6380,402,21,605.19,1922.78,1317.59,68.53
"REC-000189","CAMP-019","Display Retargeting Loop","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Display Ads","Retargeting","Asia-Pacific","New Customers","Mobile",12231,76,1,56.17,86.65,30.48,35.18
"REC-000190","CAMP-017","Product Demo Views","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","MENA","Enterprise Decision Makers","Mobile",34529,508,9,326.25,2335.55,2009.30,86.03
"REC-000191","CAMP-017","Product Demo Views","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Product Education","North America","Students & Young Professionals","Mobile",28124,370,6,319.41,388.66,69.25,17.82
"REC-000192","CAMP-024","Mobile App Acquisition","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","App Acquisition","MENA","Small Business Owners","Tablet",16914,471,21,765.76,1758.57,992.81,56.46
"REC-000193","CAMP-024","Mobile App Acquisition","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","App Acquisition","Europe","Small Business Owners","Mobile",8176,363,20,503.07,1578.76,1075.69,68.14
"REC-000194","CAMP-016","Video Reach Accelerator","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","YouTube Ads","Brand Awareness","North America","New Customers","Mobile",12151,97,1,112.08,64.27,-47.81,-74.39
"REC-000195","CAMP-004","Social Scale Prospecting","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Prospecting","North America","New Customers","Mobile",9418,165,5,230.92,391.75,160.83,41.05
"REC-000196","CAMP-023","Enterprise Pipeline Builder","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","LinkedIn Ads","Lead Generation","North America","Returning Customers","Mobile",1788,39,2,226.14,432.96,206.82,47.77
"REC-000197","CAMP-005","Cart Recovery Social","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Retargeting","North America","Students & Young Professionals","Desktop",8506,301,14,433.47,1070.61,637.14,59.51
"REC-000198","CAMP-005","Cart Recovery Social","2025-01-17","2025-01-01",2025,1,"January  ","2025-01","Q1","Meta Ads","Retargeting","Asia-Pacific","Small Business Owners","Mobile",6618,195,12,176.96,1718.70,1541.74,89.70
"REC-000199","CAMP-002","Brand Demand Capture","2025-01-18","2025-01-01",2025,1,"January  ","2025-01","Q1","Google Ads","Brand Awareness","Europe","Returning Customers","Mobile",13939,537,22,913.32,1546.90,633.58,40.96
